Stn_name,Date,Hour,Temp
TLV,2021-01-05,23:10,17.3
TLV,2021-01-05,23:20,17.3
TLV,2021-01-05,23:30,17.2
TLV,2021-01-05,23:40,17.1
TLV,2021-01-05,23:50,17.1
TLV,2021-01-06,00:00,17.2
TLV,2021-01-06,00:10,17
TLV,2021-01-06,00:20,17
TLV,2021-01-06,00:30,16.9
TLV,2021-01-06,00:40,16.4
TLV,2021-01-06,00:50,16.3
TLV,2021-01-06,01:00,16.3
TLV,2021-01-06,01:10,16.3
TLV,2021-01-06,01:20,16.2
TLV,2021-01-06,01:30,16
TLV,2021-01-06,01:40,16
TLV,2021-01-06,01:50,16.1
TLV,2021-01-06,02:00,16.2
TLV,2021-01-06,02:10,15.9
TLV,2021-01-06,02:20,15.8
TLV,2021-01-06,02:30,15.8
TLV,2021-01-06,02:40,15.8
TLV,2021-01-06,02:50,15.8
TLV,2021-01-06,03:00,15.7
TLV,2021-01-06,03:10,15.5
